UNIDADE,FONTE,CONDIÇÃO IDENTIFICADA,AÇÃO INDICADA,SETOR RESPONSÁVEL,SITUAÇÃO,ORÇAMENTO,APROVADO?,REALIZADO?,OBSERVAÇÕES
GLOBAL TREE ABM,UNIDADE,"ARMÁRIO ITALÍNEA para sala do Maternal1 Armário em marcenaria 3,89m (comprimento) x 0,52m (profundidade) x 2,40m (altura)	1
CADEIRA VERDE para sala do Maternal1 Cadeira infantil sem braço e assento na cor verde bandeira 34X40x53cm - Altura de referência: T1 | Linea Rica	10
CADEIRA LARANJA para sala do Matrenal1 Cadeira infantil sem braço e assento na cor laranja 34X40x53cm - Altura de referência: T1 | Linea Rica	10
CADEIRA AZUL CLARA para sala do Maternal2 Cadeira infantil sem braço e assento na cor azul claro 34X40x53cm - Altura de referência: T1 | Linea Rica	12
CADEIRA AZUL ESCURA para sala do Maternal2 Cadeira infantilsem braço e assento na cor azul escuro I 34X40x53cm - Altura de referência: T1 | Linea Rica	12",109963,COMPRAS,Resolvido,"R$ 24.916,00",SIM,SIM,
SAP,ARQUITETURA,BALCÃO PLANEJADO,111147,COMPRAS,Resolvido,"R$ 4.908,00",SIM,SIM,
QI TIJUCA,TI,ThinkCentre neo 50s Intel Core i3-14100 8GB 256GB SSD Linux,110528,COMPRAS,Resolvido,"R$ 2.639,99",SIM,SIM,
QI RECREIO,TI,ThinkCentre neo 50s Intel Core i3-14100 8GB 256GB SSD Linux,110531,COMPRAS,Resolvido,"R$ 2.639,99",SIM,SIM,
QI METROPOLITANO,UNIDADE,"Puffs pera (paleta de cores QI)	5
Armário grande 2 portas	4
Armário grande 2 portas Branco	1
Armário pequeno 2 portas	6
Bancos de de ferro lápis de cor	6
Bancos de Madeira	8
bebdouro para galão água	1
Bibliocantos cor vermelha, par.	10
Cadeira de espera vermelha com 3 lugares	12
Cadeira de professor	2
Cadeira Empilhavel vermelha	8
Cadeira giratória rodinha preta	3
Cadeira preta reunião	25
cafeteira Nespresso	1
Carteira EM e Ensino Fundamental Padrão preto igual ao do rio 2	550
Cortinas novas do palco e janelas	5
Dominó	2
Estufa	2
Frigobar	1
Geladeira Geladeira RE21 213L Uma Porta com Freezer Branca	4
Jogo da memória	2
Lixeira c/ pedal 100 L	8
Lixeira c/ Pedal 15L	15
Lixeira c/ Pedal 50 L	30
Lixeiras Recicláveis	1
Máquina de gelo pequena	1
Mesa branca retangular com bancos	3
Mesa de futebol de botão (https://www.mercadolivre.com.br/mesa-futebol-boto-tradicional-klopf-pes-ferro-dobravei-1027-cor-verde-escuro/p/MLB33974380#polycard_client=search-nordic&searchVariation=MLB33974380&wid=MLB3755660903&position=17&search_layout=grid&type=product&tracking_id=2463b3d8-72db-4398-be8a-e33cd8d3fe41&sid=search)	2
Mesa de Professor	2
Mesa de reunião para 20 pessoas	1
Mesa madeira /4 cadeiras	5
Mesa redonda reunião	1
Mesa retangular	4
Mesa retangular atendimento	5
Mural de Cortiça (Mural Aviso Quadro Cortiça 150x90 borda madeira, no padrão QI)	5
PUFF	2
Pufs redondo	6
Quadro Branco (Trocar somente a Lamina padrão 4m - solicitar fornecedor para medir)	3
Quebra- cabeça	2
Sofá pequeno 2 lugares	1
Tapete do Qi 1,5 x 1,5 m	6
Tapete do Qi 0,60 x 0,90 cm	10
Tela De Projeção Retratil 2,10m X 1,50m	1
""Tripé profissional para caixa de som""	4
Ventilador de Parede	4
Xadrez	1
Longarinas vermelhas de 4 lugares	63",110940,COMPRAS,Resolvido,"R$ 26.833,12",SIM,SIM,
QI METROPOLITANO,UNIDADE,"""Par de microfones sem fio com base receptora marca Sennheiser, modelo EW135G4""	2",110962,COMPRAS,Resolvido,"R$ 1.400,00",SIM,SIM,
QI METROPOLITANO,UNIDADE,Compra de futmesa personalizada com entrega e montagem para o pátio do prédio,111071,COMPRAS,Resolvido,"R$ 3.509,40",SIM,SIM,
SAP,ARQUITETURA,Retirada de brinquedo de escalada da sap,111106,COMPRAS,Resolvido,"R$ 600,00",SIM,SIM,
SARAH DAWSEY JF,UNIDADE,20 cadeiras em polipropileno tramontina coloridas,109657,COMPRAS,Resolvido,"R$ 5.028,20",SIM,SIM,
QI TIJUCA,UNIDADE,"Cadeira de professor vermelha	10
Armário grande 2 portas cinza	7
Carteira EM padrão rio 2 preta	30
Lixeira c/ pedal 50L	8
Mesa de Professor	4
Armário pequeno 2 portas Marfim	3
Gaveteiro Marfim	2
Mesa retangular atendimento Marfim	2
Expositor de Material Didático branco	1
aparelho ar condicionado 7500 btus sprinter sala atendimento	1
Armário pequeno 2 portas cinza	1
PUFF modelo pera ( cores paleta qi, roxo, vermelho, laranja)	5
PUFF modelo quadrado ( cores paleta qi, roxo, vermelho, laranja)	5
sofa 2 lugares corino para coordenação	1
Cadeira Empilhavel vermelha	12
Mesa retangular de coordenação com gaveta/chave branca	2
Mesa retangular com gaveta e chave - DIREÇÃO Cinza	1
Bancos de Madeira coloridos ( roxo, vermelho e laranja )	5
Mesa madeira /com 2 bancos cada -medidas 3,00 x 1,00 com bancos 3,00 x 0,40	2
Ventiladores de parede tufao recepção e patio verde	6
Bebedouro/filtro de parede elétrico refeitório	1
Lixeira c/ Pedal 15L	10
Lixeira c/ Pedal 50 L	5
Cadeira giratória rodinha preta	5
Mesa redonda branca com 4 cadeiras para alunos- biblioteca	4
Estante expositora de livros -biblioteca	1
""6 ALMOFADAS QUADRADAS (CORES VARIADAS) PARA COLOCAR EM CIMA DO TATAME""	6
""LIVREIROS DE CHÃO NA COR BRANCA""	2
1 SAPATEIRA DE MADEIRA PINUS	1
Totó	1
Lixeira c/ pedal 100 L	5
Bebedouro industria pequeno	1
Bebedouro industria grande 4 andar	1
Escaninho com 12 colmeias branco	1
Mesa infantil com 2 cadeiras colorida	1
Mural de Cortiça altura 1,20 x 240	2
Mural de Cortiça altura 1,20 x 3,00	3
Quadro Branco altura 1,20 x 3,00 salas 26/22/23	3
quadro branco sal46 1,20 x 3,30	1
Quadro branco pequeno 1,20 x 1,50	2
Persiana de rolo sala direção altura 1,40 x 1,80	1
persiana de rolo sala de atendimento altura 1,40 x 1,60	1",110164,COMPRAS,Cancelado,"R$ 76.952,01",NÃO,NÃO,
SARAH DAWSEY JF,UNIDADE,"mesa one dupla retangular - marca Linea Rica - verde	13
mesa one dupla retangular - marca Linea Rica - laranja	13
mesa one dupla retangular - marca Linea Rica - azul	13
cadeira link T3 - LINEA RICA - verde	26
cadeira link T3 - LINEA RICA - laranja	26
cadeira link T3 - LINEA RICA - azul	26
armário baixo aberto com 2 prateleiras - cor chiaro - 100cm de altura - 80cm de largura	3
armário baixo aberto com 2 prateleiras - cor chiaro - 100cm de altura - 90cm de largura	3
armário baixo fun com 2 prateleiras - verde - acabamento cor chiaro - 100cm de altura - 90cm de largura	1
armário baixo fun com 2 prateleiras -azul - acabamento cor chiaro - 100cm de altura - 90cm de largura	1
armário baixo fun com 2 prateleiras -laranja - acabamento cor chiaro - 100cm de altura - 90cm de largura	1",109691,COMPRAS,Resolvido,"R$ 15.609,00",SIM,SIM,
QI TIJUCA,UNIDADE,"Laboratório Portátil de Biologia para o Ensino Médio	6
Laboratório com vinte e três experimentos - Física	6
Laboratório Portátil de Química para o Ensino Médio	6
Ácido Acético, sol. 1/200, 100 ml	1
Ácido clorídrico (12N), 150 ml	1
Água oxigenada 20 volumes, 500ml	1
Amido solúvel, 100g	1
Azul de bromotimol, 100 ml	1
Azul de metileno, sol. aquosa, 100 ml	1
Bicarbonato de sódio, 250g	1
Bióxido de manganês, 25g	1
Cloreto de cálcio, 250 g	1
Éter etílico, 150 ml	1
Glicerina, 100 ml	1
Glicofita rolo	1
Glicose, 100g	1
Hidróxido de amônio, 0,01M, 100 ml	1
Hidróxido de bário, 100g	1
Hidróxido de potássio, 0,01M, 100 ml	1
Hidróxido de sódio, 100g	1
Lugol, 100 ml	1
Orceína acética, 50 ml	1
Papel de cobalto, 20 tiras	1
Pheniltiocabamida (PTC), 2g/l, 50 ml	1
Reagente de Benedict, 100 ml	1
Reagente de Millon, 50 ml	1
Renina, 100 ml	1
Vaselina em pasta, 25g	1
Vermelho neutro, 002%, 50 ml	1
Almofariz de porcelana, 100 ml c/pistilo	1
Bastão de vidro, Ø 5 mm, 300 mm	1
Béquer de vidro, 100 ml	3
Béquer de vidro, 1000 ml	1
Béquer de vidro, 400 ml	1
Conta-gotas	4
Cuba de vidro Ø 150 mm	1
Frasco de vidro, boca larga, 300ml	1
Funil de vidro, haste curta, 75 mm	1
Lâmina de vidro p/microscopia 26x76 mm caixa com 50 unidades	1
Lamínula de vidro para microscopia Caixa com 100 unidades	1
Pipeta graduada 5 ml	1
Placa de Petri de vidro, Ø 100 mm	1
Placa para dessecação	1
Proveta de vidro, 10 ml	1
Proveta de vidro, 100 ml	1
Tubo de vidro, em ""S"", Ø externo 3 mm	1
Tubo de ensaio 20 mm x 200 mm	1
Tubo de ensaio 15 mm x 100 mm	8
Tubo de ensaio 16 mm x 150 mm	8
Tubo de vidro, em ""L"", Ø externo 6 mm	1
Tubo de vidro, Ø 6 mm, comp. 100 mm	4
Tubo de vidro, Ø 6 mm, comp. 200 mm	1
Vidro de relógio, Ø 50 mm	1
Acetato de celulose incolor, folha	1
Algodão hidrófilo - pacote de 50g	1
Cartolina branca, 25cm x 12cm	1
Cordoné rolo com 10 metros	1
Cuba plástica, transparente, semicilíndrica	1
Escova de limpeza, para tubos de ensaio 200 Esfera plástica - clara	1
200 Esfera plástica - escura	1
Espátula em aço inóx - meia cana	1
Estante para 12 tubos de ensaio	1
Estilete de dissecação	1
Fita métrica	1
Funil de polietileno, Ø 50 mm	1
Gaze - rolo pequeno	1
Lâmina de barbear	5
Lâmpada	1
Lamparina a álcool, completa	1
Lápis vitrográfico	1
Lupa manual, com cabo 3 vezes	1
Microscópio monocular	1
Micrótomo manual	1
Papel alumínio rolo	1
Papel celofane incolor, folha	3
Papel filtro Ø 90 mm	1
Papel filtro, folha de 50cm X 50cm	1
Papel milimetrado folha de 25cm X 20cm	1
Papel preto, folha de 70cm X 50cm	1
Papel toalha rolo	1
Pinça anatômica, de pontas retas	1
Pinça de madeira, para tubo de ensaio	1
Pinça com mufa	1
Pinça de Mohr	1
Pincel n.º 4	1
Placa de Petri de plástico, Ø 90 mm	10
Rolha de borracha, n.º 16	2
Rolha de borracha, n.º 16, c/1 furo 6 mm	2
Rolha de borracha, n.º 18, c/2 furos 6 mm	2
Rolha de borracha, n.º 32, c/2 furos 6 mm	1
Suporte placa de madeira perfurada	1
Suporte universal, (base+haste)	1
Tela de nylon	1
Tela metálica c/disco refratário 12 x12 cm	1
Acetato de sódio, em frasco com 25g	1
Ácido acético glacial, em frasco com 100 mL	1
Ácido bórico, em frasco com 25g	1
Ácido clorídrico 12M, em frasco com 100 mL	1
Ácido nítrico 16M, em frasco com 100 mL	1
Ácido salicílico, em frasco com 25g	1
Ácido sulfúrico 18M, em frasco com 100 mL	1
Alaranjado de metila, em frasco com 100 mL	1
Alumínio em raspas, em frasco com 25g	1
Amido solúvel, em frasco com 25g	1
Anidrido acético, em frasco com 50 mL	1
Anilina, em frasco com 100 mL	1
Benzeno, em frasco com 50 mL	1
Bicarbonato de sódio, em frasco com 25g	1
Bicromato de potássio, em frasco com 25g	1
Bióxido de chumbo, em frasco com 25g	1
Bissulfito de sódio, em frasco com 25g	1
Brometo de potássio, em frasco com 25g	1
Butanol 1, em frasco com 50 mL	1
Butanol 2 , em frasco com 50 mL	1
Carbonato de cálcio, em frasco com 25g	1
Carbonato de sódio anidro, em frasco c/150g	1
Ciclohexano, em frasco com 100 mL	1
Cloreto de alumínio, em frasco com 25g]	1
Cloreto de amônio, em frasco com 25g	1
Cloreto de ferro, em frasco com 25g	1
Cloreto de mercúrio (II), em frasco com 25g	1
Cobre em raspas, em frasco com 25g	1
Cromato de potássio, em frasco com 25g	1
Enxofre em pedaços, em frasco com 25g	1
Fenol, em frasco com 25g	1
Fenolftaleína solução, em frasco com 100 mL	1
Formol 40%, em frasco com 500 mL	1
Hidróxido de amônio 15M, em frasco c/100 mL	1
Hidróxido de bário, em frasco com 25g	1
Hidróxido de cálcio, em frasco com 25g	1
Hidróxido de sódio, em frasco com 250g	1
Iodato de potássio, em frasco com 25g	1
Iodeto de potássio, em frasco com 25g	1
Iodeto de sódio, em frasco com 25g	1
Limalha de ferro, em frasco com 25g	1
Metabissulfito de sódio, em frasco com 25g	1
Nitrato de ferro (III), em frasco com 25g	1
Nitrato de prata solução, em frasco c/100 mL	1
Nitrato de sódio, em frasco com 25g	1
Oxalato de sódio, em frasco com 25g	1
Papel de tornassol azul - frasco com 20 tiras	1
Papel de tornassol vermelho - com 20 tiras	1
Permanganato de potássio, em frasco com 25g	1
Propanol 1 Metil 2, em frasco com 50 mL	1
Sulfato de alumínio, em frasco com 25g	1
Sulfato de cobre, em frasco com 100g	1
Sulfato de ferro (II), em frasco com 25g	1
Sulfato de manganês, em frasco com 25g	1
Sulfato de sódio, em frasco com 25g	1
Sulfito de sódio, em frasco com 25g	1
Tiocianato de potássio, em frasco com 25g	1
Tolueno, em frasco com 100 mL	1
Uréia, em frasco com 25g	1
Zinco em raspas, em frasco com 25g	1
Almofariz com pistilo	1
Balão de vidro para destilação 250 mL	1
Balão volumétrico com rolha - 250 mL	1
Bastão de vidro 5x250 mm	1
Béquer de vidro 1000 mL	1
Béquer de vidro 250 mL	1
Béquer de vidro 400 mL	1
Béquer de vidro 50 mL	1
Bureta de vidro 25 mL	1
Cadinho de porcelana	1
Capsula de porcelana Ø 70 mm	1
Condensador de vidro	1
Conta-gotas	3
Erlenmeyer de vidro 250 mL	1
Funil de Buchnner	1
Funil de separação com torneira de vidro e rolha de poli	1
Kitazato de vidro com saída superior	1
Pérolas de vidro, frasco com 50g	1
Pipeta graduada 1 mL	1
Pipeta graduada 10 mL	1
Pipeta graduada 5 mL	1
Pipeta volumétrica 10 mL	1
Proveta de vidro 10 mL	1
Proveta de vidro 100 mL	1
Proveta de vidro 25 mL	1
Tubo de ensaio 12x100 mm	6
Tubo de ensaio 15x100 mm	2
Tubo de ensaio 16x150 mm	8
Tubo de vidro em ""L""	2
Tubo de vidro diversos diâmetros comprimento 500 mm	30
Vidro de relógio Ø 80 mm	3
Abraçadeira para mangueira de gás	2
Anel de filtração com mufa	1
Bateria 9v	1
Bico de Bunsen	1
Borboleta para bico de Bunsen	1
Botijão de gás 2 kg	1
Cabo de ligação terminal jacaré	2
Centrífuga manual	1
Colher medida	3
Escova para limpeza de tubo de ensaio nº. 3	1
Escova para limpeza nº. 2	1
Espátula metálica meia cana	1
Estante para 12 tubos de ensaio	1
Estante para 12 tubos de ensaio	1
Funil de plástico Ø 50 mm	1
Imã em forma de ferradura	1
Lâmina metálica de alumínio, 10x100 mm	3
Lâmina metálica de cobre, 10x100 mm	3
Lâmina metálica de zinco, 10x100 mm	3
Lápis vitrográfico	1
Lima triangular	1
Mangueira para bico de Bunsen	1
Papel filtro Ø 90 mm	1
Pinça anatômica com pontas serrilhadas	1
Pinça de madeira para tubo de ensaio	1
Pinça de Mohr	1
Pinça para bureta com mufa	1
Pinça para condensador/balão com mufa giratória	1
Pipetador de borracha com três válvulas	1
Registro para botijão de gás	1
Rolha de borracha n.º 22	1
Rolha de borracha n.º 12,5	1
Rolha de borracha n.º 14	6
Rolha de borracha n.º 16	1
Rolha de borracha n.º 24	3
Rolha de borracha n.º 32	1
Suporte universal com haste de 650 mm	2
Tela metálica com disco de amianto 18x18 cm	1
Termômetro químico escala -10º a +110ºC	1
Triângulo de porcelana	1
Tripé para bico de Bunsen	1
Trompa de vácuo	1",109899,COMPRAS,Resolvido,"R$ 20.105,00",SIM,SIM,
QI METROPOLITANO,UNIDADE,Cadeira de Professor	2,109700,COMPRAS,Resolvido,"R$ 260,00",SIM,SIM,
QI METROPOLITANO,UNIDADE,2 Caixa Amplificada Connect Lights Cm-400 Mondial Cor Preto,109563,COMPRAS,Cancelado,,NÃO,NÃO,
QI METROPOLITANO,MANUTENÇÃO,Substituição de Telhas na Quadra,107537,COMPRAS,Resolvido,"R$ 11.900,00",SIM,SIM,
LEO BETA,MANUTENÇÃO,Linha de Vida,108869,COMPRAS,Resolvido,"R$ 7.138,55",SIM,SIM,
UNIFICADO ZONA SUL,MANUTENÇÃO,Linha de Vida,108868,COMPRAS,Resolvido,"R$ 4.352,41",SIM,SIM,
CUBO/GLOBAL TREE GOLF,UNIDADE,Pedido do parquinho e do cercadinho,108528,COMPRAS,Cancelado,,NÃO,NÃO,
CUBO BOTAFOGO,UNIDADE,Compra de futimesa oficial personalizada,106195,COMPRAS,Resolvido,"R$ 3.509,40",SIM,SIM,
AMERICANO,MANUTENÇÃO,ventilador de parede,108026,COMPRAS,Resolvido,"R$ 190,71",SIM,SIM,
MATRIZ TIJUCA,TI,"Notebook	1
Caixa de som	1",107192,COMPRAS,Resolvido,"R$ 3.636,60",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,MANUTENÇÃO,"Régua em Angelim Pedra 1,70 x 10 x 2 cm	7
Régua em Angelim Pedra 2,10 x 10 x 2 cm	21
Régua em Angelim Pedra 3,00 x 10 x 2 cm	7
Régua em Angelim Pedra 0,70 x 10 x 2 cm	10
Caibro em Angelim Pedra 0,70 x 6 x 4 cm	8
Caibro em Angelim Pedra 2,00 x 6 x 4 cm	4
Caibro em Angelim Pedra 0,75 x 6 x 4 cm	16
Cetol Deck Semibrilho Natural 3,6l Sparlack Brilhante	02
Lixa para Madeira/Massa P120	10
Disco de Serra Circular para madeira com 60 Dentes	02
Pincel Trincha Média 696 2""	02",98135,COMPRAS,Resolvido,"R$ 3.847,20",SIM,SIM,
MATRIZ NOVA IGUAÇU,UNIDADE,"Mesa alunos e professores	1 unid.
Kit 5 Cadeiras Iso Reforçada Escolas Consultórios Aço Cor Azul	1 kit
Armários aberto com prateleiras	1 unid.
Armário Colmeia 100%mdf Organizador Estante Prateleira Loja Cor Branco	1 unid.
Armário Escritório Multiuso Livreiro 3 Prateleiras Faroe - Branco Branco	2 unid.
Puff Bau Porta Brinquedos Acento Sala Quarto Herois 90x45x45 - Caixa baú	1 unid.
Mesa de computador	1 unid.
Espelho	1 unid.",96993,COMPRAS,Resolvido,"R$ 2.957,09",SIM,SIM,
MATRIZ BANGU,COMPRAS,Material pedagogico para nova unidade (CAPEX)	1,98956,COMPRAS,Resolvido,"R$ 21.741,47",SIM,SIM,
INTEGRA,MANUTENÇÃO,"Chapa preta de 20 (0,9mm) tamanho 3 por 1 metro	02",107105,COMPRAS,Resolvido,"R$ 430,00",SIM,SIM,
UNIFICADO ZONA SUL,UNIDADE,Armário Guarda Volume Locker Roupeiro 4 Vãos 20 Portas GR304/20 COR CINZA E LILÁS	2,112439,COMPRAS,Resolvido,"R$ 1.749,97",SIM,SIM,
LEO BETA,MANUTENÇÃO,Nivelar o piso ORGULHO DE SER LEO,112485,COMPRAS,Resolvido,"R$ 6.750,00",SIM,SIM,
LEO GAMA,UNIDADE,"novas cadeirinhas para maternal	3
Secador de tinta móvel para salas de aula, 26/38/50 Prateleiras Expositor de obras de arte em metal Suporte de secagem de arte dupla face com rodas para escolas e clubes de arte, 45 x 66 x 82 cm, pre	3",112089,COMPRAS,Resolvido,"R$ 5.489,70",SIM,SIM,
QI METROPOLITANO,UNIDADE,cafeteira Nespresso,113389,COMPRAS,Resolvido,"R$ 1.101,88",SIM,SIM,
QI METROPOLITANO,UNIDADE,5 Cortinas novas para palco e janelas do auditório,113404,COMPRAS,Resolvido,"R$ 9.500,00",SIM,SIM,
QI METROPOLITANO,UNIDADE,"Xadrez        1
Dominó        2
Jogo da memória         2
Mesa de futebol de botão       2
Brinquedo Didático Quebra Cabeça Encaixe Divertidos Sistema Solar Terra Autismo 9pçs        2
4 em 1 crianças bloco de madeira jogo quebra-cabeça bebê pensandológica educação precoce funtoy         2
Kit 3 Brinquedo Educativo Pedagógico Infantil MDF Madeira Autismo TDHA Montessori Fonoaudiologia        2
Par Rede Trave Futsal Futebol Salão Fio Nylon 2mm Proteção Uv        2
Kit 2 Raquete Tenis De Mesa Ping Pong Lisa Rede Retratil Pro Cor Vermelho/preto       2
Pote C/ 60 Bolinhas Ping Pong Tenis De Mesa Profissionais Cor Laranja       1",113386,COMPRAS,Resolvido,"R$ 2.793,76",SIM,SIM,
QI RECREIO,UNIDADE,"cadeiras empilháveis vermelha	12
Mesa Reunião Escritório Redonda 120cm Cinza	2
puff Hexagonal roxo	3
puff Hexagonal vermelho	3
puff Hexagonal laranja	3
Armário baixo Com 1 Prateleira carvalho berlim	1
conjunto de mesa c/ 4 cadeiras com omblelone cor areia	2
Banco esfera Moblo roxo	3
Banco esfera Moblo vermelho	3
Mesa de ping pong	1
Mesa de Totó	2
conjunto infantil de mesa hexagonal colorido	1
Organizador Armário Infantil Quarto Porta Trecos Brinquedos	1
banquetas coloridas ( vermelha)	36
Mesa Bancada Em Aço Inox com Prateleira	1
Armário Vitrine Com 02 Portas	1
armario biblioteca de aço dupla face vermelho e branco	2
baia com 3 divisórias	1
Tatame EVA linha premium 100x100x3cm 30mm - Dupla Face	12
gaveiteiro 4 gavetas cor carvalho berlim	2
suporte de bola de pilates 3 bolas	1
armarios 2 portas alto com prateleiras	6
bancada de laboratório retangular 6 lugares	2",113254,COMPRAS,Cancelado,"R$ 49.849,60",,,
QI METROPOLITANO,UNIDADE,"Máquina de plastificação 	1
Guilhotina Base Aço 30 Cm Papel A4 Até 10 Folhas 	1
ventilador de parede 1m industrial (Ventilador de parede industrial 1 m 1/2 cv 3 velocidades - 15599 220V)	4",113425,COMPRAS,Resolvido,"R$ 4.196,19",SIM,SIM,
GLOBAL TREE PENÍNSULA,ARQUITETURA,Compra e instalação de placas de escalada - padrão Barra Golf,111011,COMPRAS,Resolvido,"R$ 4.081,02",SIM,SIM,
APOGEU FERREIRA GUIMARÃES,UNIDADE,escaninho para alunos do Ensino Médio	200 espaços,111940,COMPRAS,Cancelado,,,,
APOGEU FERREIRA GUIMARÃES,UNIDADE,Trocador para banheiro do berçário,112647,COMPRAS,Resolvido,"R$ 1.500,00",SIM,SIM,
LEO BETA,MANUTENÇÃO,Instalação de 2 tomadas especiais,113445,COMPRAS,Cancelado,,,,
UNIÃO,ARQUITETURA,grama sintetica no pátio verde coberto,114277,COMPRAS,Resolvido,"R$ 23.000,00",SIM,SIM,
LEO GAMA,ARQUITETURA,Criação de alvenaria em volta do tanque de areia,114238,COMPRAS,Cancelado,,,,
LEO ALFA,MANUTENÇÃO,Conserto do Piso do Drive,109334,COMPRAS,Resolvido,"R$ 13.750,00",SIM,SIM,
SARAH DAWSEY JF,UNIDADE,Cotação Chaveiro de Tijolo - modelo feito para o Cubo - Foto em anexo	800,114119,COMPRAS,Resolvido,"R$ 2.320,00",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,Tabela de basquete	2,114287,COMPRAS,Resolvido,"R$ 2.745,00",SIM,SIM,
QI FREGUESIA,MANUTENÇÃO,solicitamos o reparo/substituição dos pisos danificados e nivelamento,114821,COMPRAS,Resolvido,"R$ 16.170,00",SIM,SIM,
QI FREGUESIA,MANUTENÇÃO,SOLICITAÇÃO DE TROCA DE PISO SALA 7 ANO,114822,COMPRAS,Em Andamento,"R$ 16.850,00",SIM,SIM,
GLOBAL TREE PENÍNSULA,TI,Notebook,114991,COMPRAS,Resolvido,"R$ 3.941,55",SIM,SIM,
EXPANSÃO MATRIZ BANGU,COMPRAS,Compra de uniforme para Bangu Expansão,113963,COMPRAS,Resolvido,"R$ 7.799,80",SIM,SIM,
LEO BETA,MANUTENÇÃO,"ENTRA AGUA DA CHUVA NO AUDITÓRIO E NA SALA TERREA DE INFORMATICA, TENTAMOS COLOCAR MANTA E IPERMEABILIZANTE, SEM SUCESSO, PRECISAMOS RESOLVER LOGO. OBRIGADA  ",113846,COMPRAS,Em Andamento,"R$ 51.880,00",,,
QI TIJUCA,UNIDADE,compra e colocação de persianas nas salas de atendimento da secretaria,113820,COMPRAS,Resolvido,"R$ 500,00",SIM,SIM,
QI RECREIO,UNIDADE,ESPELHO PARA PAREDE SALA MULTIUSO,113688,COMPRAS,Resolvido,"R$ 2.490,01",SIM,SIM,
QI METROPOLITANO,UNIDADE,Solicitação de Tapete personalizado,113429,COMPRAS,Resolvido,"R$ 3.625,00",SIM,SIM,
QI FREGUESIA,UNIDADE,"Cadeira de professor	5
Carteiras anos finais (modelo Rio 2)	150
Mesa e cadeira Anos Iniciais (Modelo Rio 2)	97
Lixeira c/ pedal 50L	15
Armário grande 2 portas (claro)	8
Banquetas (modelo do Rio 2)	24
Bancadas (modelo do Rio 2)	3
Estante ferro preta	1
Expositor de trabalhos	1
Armário de ferro cinza	1
Cadeira Empilhavel vermelha	10
Expositor de livros	2
Cadeira giratória rodinha preta	2
Armário grande 2 portas (marfim com preto)	2
Armário pequeno 2 portas (claro)	2
Porta guarda-chuva	3
Sofá de 3 lugares (cinza)	1
Poltronas pretas (preto)	2
Vaso com planta decorativa	2
Cabideiro	2
Quadro branco pequeno (24x36)	1
Armários de metal para uso dos funcionários	2
Puffs coloridos	10
Cadeiras acolchoadas para refeitório	8
Mural móvel expositor	2
Mesa de Ping Pong	1
Mesa de Totó	1
Lixeira c/ Pedal 15L	15
Mesa retangular atendimento com gaveta (foto)	2
Gaveteiro (branco)	2
Banca dobrável com 2 bancos cada (branca)	3
TATAMES (CORES VARIADAS) 1M X 1M	4
Escaninho para sala dos professores	1
Lixeira c/ pedal 100L	2
Sofá de 2 lugares (cinza)	1
Mesa redonda com cadeiras e ombrelone do Qi (modelo Rio 2)	1",113764,COMPRAS,Cancelado,"R$ 52.505,91",,,
SAP,MANUTENÇÃO,Substituição tubulacao de ferro da quadra com solda e pintura,115232,COMPRAS,Resolvido,"R$ 2.590,00",SIM,SIM,
MATRIZ TIJUCA,ARQUITETURA,INSTALAÇAO DE PLACA DE IDENTIFICAÇÃO,115330,COMPRAS,Resolvido,"R$ 350,00",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,estante de ferro com 5 prateleiras,115599,COMPRAS,Resolvido,"R$ 279,00",SIM,SIM,
QI RIO 2,MANUTENÇÃO,"Confecção e instalação de rede na parte de cima da quadra de Beach tênis , para a bola não passar",115149,COMPRAS,Resolvido,"R$ 9.200,00",SIM,SIM,
CUBO BOTAFOGO,MANUTENÇÃO,armário para guardar os instrumentos musicais,112001,COMPRAS,Resolvido,"R$ 682,00",SIM,SIM,
LEO ALFA,MANUTENÇÃO,Projeto e execução de base e cobertura para instalação de catraca,80659,COMPRAS,Resolvido,"R$ 12.625,34",SIM,SIM,
APOGEU SANTO ANTÔNIO 1,UNIDADE,"quadro cortiços de molduras de aluminio medida 1,20x0,90	03",101620,COMPRAS,Resolvido,"R$ 659,70",SIM,SIM,
QI VALQUEIRE,TI,ThinkCentre neo 50s Intel Core i3-14100 8GB 256GB SSD Linux,115861,COMPRAS,Resolvido,"R$ 2.639,99",SIM,SIM,
SARAH DAWSEY TIJUCA,TI,ThinkCentre neo 50s Intel Core i3-14100 8GB 256GB SSD Linux,115865,COMPRAS,Resolvido,"R$ 2.639,99",SIM,SIM,
CUBO/GLOBAL TREE GOLF,TI,ThinkCentre neo 50s Intel Core i3-14100 8GB 256GB SSD Linux,115878,COMPRAS,Resolvido,"R$ 2.639,99",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,Bicicliterário para 5 motocicletas	2,116307,COMPRAS,Resolvido,"R$ 4.980,00",SIM,SIM,
CUBO BOTAFOGO,UNIDADE,Carrinho de Transporte,116310,COMPRAS,Resolvido,"R$ 1.747,00",SIM,SIM,
